County,Registration Date,PHEV,Average EV Price,New Car Average,population,household_income,state,POPDEN_COU,Electricity Price,Gas Price,NY,TX,WA,Unix Time,fips,BEV
Adams County,2020-07-01,482.0,57346,39512,509844,167290,CO,445.323695077875,0.1286,3.378,0,0,0,1593561600.0,8001,877.0
Adams County,2020-08-01,363.0,57346,39571,509844,167290,CO,445.323695077875,0.1286,3.378,0,0,0,1596240000.0,8001,962.0
Adams County,2020-09-01,344.0,54381,40159,509844,167290,CO,445.323695077875,0.1286,3.378,0,0,0,1598918400.0,8001,741.0
Adams County,2020-10-01,448.0,52947,40770,509844,167290,CO,445.323695077875,0.1286,3.378,0,0,0,1601510400.0,8001,1045.0
Adams County,2020-11-01,446.0,53117,40937,509844,167290,CO,445.323695077875,0.1286,3.378,0,0,0,1604188800.0,8001,942.0
Adams County,2020-12-01,472.0,53811,41335,509844,167290,CO,445.323695077875,0.1286,3.378,0,0,0,1606780800.0,8001,871.0
Adams County,2021-01-01,562.0,57750,41248,509844,167290,CO,445.323695077875,0.1345,3.378,0,0,0,1609459200.0,8001,1449.0
Adams County,2021-02-01,558.0,57491,41366,509844,167290,CO,445.323695077875,0.1345,3.378,0,0,0,1612137600.0,8001,1708.0
Adams County,2021-03-01,751.0,56503,40680,509844,167290,CO,445.323695077875,0.1345,3.378,0,0,0,1614556800.0,8001,1776.0
Adams County,2021-04-01,677.0,56059,41172,509844,167290,CO,445.323695077875,0.1345,3.378,0,0,0,1617235200.0,8001,1090.0
Adams County,2021-05-01,463.0,56140,41534,509844,167290,CO,445.323695077875,0.1345,3.378,0,0,0,1619827200.0,8001,1106.0
Adams County,2021-06-01,764.0,58914,42633,509844,167290,CO,445.323695077875,0.1345,3.378,0,0,0,1622505600.0,8001,1368.0
Adams County,2021-07-01,782.0,56110,43056,509844,167290,CO,445.323695077875,0.1345,3.378,0,0,0,1625097600.0,8001,1528.0
Adams County,2021-08-01,908.0,57540,43418,509844,167290,CO,445.323695077875,0.1345,3.378,0,0,0,1627776000.0,8001,1856.0
Adams County,2021-09-01,774.0,56312,45031,509844,167290,CO,445.323695077875,0.1345,3.378,0,0,0,1630454400.0,8001,1506.0
Adams County,2021-10-01,740.0,55625,46026,509844,167290,CO,445.323695077875,0.1345,3.378,0,0,0,1633046400.0,8001,1690.0
Adams County,2021-11-01,1024.0,56437,46329,509844,167290,CO,445.323695077875,0.1345,3.378,0,0,0,1635724800.0,8001,1730.0
Adams County,2021-12-01,684.0,63821,47243,509844,167290,CO,445.323695077875,0.1345,3.378,0,0,0,1638316800.0,8001,1673.0
Alamosa County,2017-01-01,1.0,54669,38747,16153,6240,CO,22.6613097216626,0.1266,3.378,0,0,0,1483228800.0,8003,0.0
Alamosa County,2017-02-01,0.0,54669,38747,16153,6240,CO,22.6613097216626,0.1266,3.378,0,0,0,1485907200.0,8003,0.0
Alamosa County,2017-03-01,1.0,54669,38747,16153,6240,CO,22.6613097216626,0.1266,3.378,0,0,0,1488326400.0,8003,0.0
Alamosa County,2017-04-01,0.0,54669,38747,16153,6240,CO,22.6613097216626,0.1266,3.378,0,0,0,1491004800.0,8003,0.0
Alamosa County,2017-05-01,0.0,54669,38747,16153,6240,CO,22.6613097216626,0.1266,3.378,0,0,0,1493596800.0,8003,0.0
Alamosa County,2017-06-01,0.0,54669,38747,16153,6240,CO,22.6613097216626,0.1266,3.378,0,0,0,1496275200.0,8003,0.0
Alamosa County,2017-07-01,0.0,54669,38747,16153,6240,CO,22.6613097216626,0.1266,3.378,0,0,0,1498867200.0,8003,1.0
Alamosa County,2017-08-01,1.0,54669,38747,16153,6240,CO,22.6613097216626,0.1266,3.378,0,0,0,1501545600.0,8003,0.0
Alamosa County,2017-09-01,1.0,54669,38747,16153,6240,CO,22.6613097216626,0.1266,3.378,0,0,0,1504224000.0,8003,0.0
Alamosa County,2017-10-01,2.0,54669,38747,16153,6240,CO,22.6613097216626,0.1266,3.378,0,0,0,1506816000.0,8003,0.0
Alamosa County,2017-11-01,0.0,54669,38747,16153,6240,CO,22.6613097216626,0.1266,3.378,0,0,0,1509494400.0,8003,0.0
Alamosa County,2017-12-01,0.0,54669,38747,16153,6240,CO,22.6613097216626,0.1266,3.378,0,0,0,1512086400.0,8003,0.0
Alamosa County,2018-01-01,0.0,54669,38747,16153,6240,CO,22.6613097216626,0.1273,3.378,0,0,0,1514764800.0,8003,0.0
Alamosa County,2018-02-01,1.0,54669,38747,16153,6240,CO,22.6613097216626,0.1273,3.378,0,0,0,1517443200.0,8003,0.0
Alamosa County,2018-03-01,0.0,54669,38747,16153,6240,CO,22.6613097216626,0.1273,3.378,0,0,0,1519862400.0,8003,0.0
Alamosa County,2018-04-01,0.0,54669,38747,16153,6240,CO,22.6613097216626,0.1273,3.378,0,0,0,1522540800.0,8003,0.0
Alamosa County,2018-05-01,0.0,54669,38747,16153,6240,CO,22.6613097216626,0.1273,3.378,0,0,0,1525132800.0,8003,0.0
Alamosa County,2018-06-01,0.0,54669,38747,16153,6240,CO,22.6613097216626,0.1273,3.378,0,0,0,1527811200.0,8003,0.0
Alamosa County,2018-07-01,0.0,54669,38747,16153,6240,CO,22.6613097216626,0.1273,3.378,0,0,0,1530403200.0,8003,0.0
Alamosa County,2018-08-01,1.0,54669,38747,16153,6240,CO,22.6613097216626,0.1273,3.378,0,0,0,1533081600.0,8003,0.0
Alamosa County,2018-09-01,1.0,54669,38747,16153,6240,CO,22.6613097216626,0.1273,3.378,0,0,0,1535760000.0,8003,0.0
Alamosa County,2018-10-01,1.0,54669,38747,16153,6240,CO,22.6613097216626,0.1273,3.378,0,0,0,1538352000.0,8003,0.0
Alamosa County,2018-11-01,1.0,54669,38747,16153,6240,CO,22.6613097216626,0.1273,3.378,0,0,0,1541030400.0,8003,0.0
Alamosa County,2018-12-01,0.0,54669,38747,16153,6240,CO,22.6613097216626,0.1273,3.378,0,0,0,1543622400.0,8003,1.0
Alamosa County,2019-01-01,1.0,54669,38747,16153,6240,CO,22.6613097216626,0.1279,3.378,0,0,0,1546300800.0,8003,0.0
Alamosa County,2019-02-01,3.0,54669,38747,16153,6240,CO,22.6613097216626,0.1279,3.378,0,0,0,1548979200.0,8003,0.0
Alamosa County,2019-03-01,0.0,54669,38747,16153,6240,CO,22.6613097216626,0.1279,3.378,0,0,0,1551398400.0,8003,0.0
Alamosa County,2019-04-01,0.0,54669,38747,16153,6240,CO,22.6613097216626,0.1279,3.378,0,0,0,1554076800.0,8003,0.0
Alamosa County,2019-05-01,7.0,54669,38747,16153,6240,CO,22.6613097216626,0.1279,3.378,0,0,0,1556668800.0,8003,0.0
Alamosa County,2019-06-01,0.0,54669,38747,16153,6240,CO,22.6613097216626,0.1279,3.378,0,0,0,1559347200.0,8003,0.0
Alamosa County,2019-07-01,10.0,54669,38747,16153,6240,CO,22.6613097216626,0.1279,3.378,0,0,0,1561939200.0,8003,0.0
Alamosa County,2019-08-01,8.0,54669,38747,16153,6240,CO,22.6613097216626,0.1279,3.378,0,0,0,1564617600.0,8003,0.0
Alamosa County,2019-09-01,21.0,54669,38747,16153,6240,CO,22.6613097216626,0.1279,3.378,0,0,0,1567296000.0,8003,0.0
Alamosa County,2019-10-01,39.0,54669,38747,16153,6240,CO,22.6613097216626,0.1279,3.378,0,0,0,1569888000.0,8003,0.0
Alamosa County,2019-11-01,0.0,54669,38747,16153,6240,CO,22.6613097216626,0.1279,3.378,0,0,0,1572566400.0,8003,11.0
Alamosa County,2019-12-01,0.0,54669,38747,16153,6240,CO,22.6613097216626,0.1279,3.378,0,0,0,1575158400.0,8003,0.0
Alamosa County,2020-01-01,0.0,54669,38747,16153,6240,CO,22.6613097216626,0.1286,3.378,0,0,0,1577836800.0,8003,0.0
Alamosa County,2020-02-01,12.0,56326,38550,16153,6240,CO,22.6613097216626,0.1286,3.378,0,0,0,1580515200.0,8003,12.0
Alamosa County,2020-03-01,0.0,56059,38812,16153,6240,CO,22.6613097216626,0.1286,3.378,0,0,0,1583020800.0,8003,0.0
Alamosa County,2020-04-01,0.0,57757,39904,16153,6240,CO,22.6613097216626,0.1286,3.378,0,0,0,1585699200.0,8003,0.0
Alamosa County,2020-05-01,0.0,58863,39138,16153,6240,CO,22.6613097216626,0.1286,3.378,0,0,0,1588291200.0,8003,0.0
Alamosa County,2020-06-01,0.0,57480,39731,16153,6240,CO,22.6613097216626,0.1286,3.378,0,0,0,1590969600.0,8003,0.0
Alamosa County,2020-07-01,16.0,57346,39512,16153,6240,CO,22.6613097216626,0.1286,3.378,0,0,0,1593561600.0,8003,0.0
Alamosa County,2020-08-01,24.0,57346,39571,16153,6240,CO,22.6613097216626,0.1286,3.378,0,0,0,1596240000.0,8003,0.0
Alamosa County,2020-09-01,23.0,54381,40159,16153,6240,CO,22.6613097216626,0.1286,3.378,0,0,0,1598918400.0,8003,0.0
Alamosa County,2020-10-01,12.0,52947,40770,16153,6240,CO,22.6613097216626,0.1286,3.378,0,0,0,1601510400.0,8003,0.0
Alamosa County,2020-11-01,10.0,53117,40937,16153,6240,CO,22.6613097216626,0.1286,3.378,0,0,0,1604188800.0,8003,12.0
Alamosa County,2020-12-01,0.0,53811,41335,16153,6240,CO,22.6613097216626,0.1286,3.378,0,0,0,1606780800.0,8003,0.0
Alamosa County,2021-01-01,20.0,57750,41248,16153,6240,CO,22.6613097216626,0.1345,3.378,0,0,0,1609459200.0,8003,0.0
Alamosa County,2021-02-01,13.0,57491,41366,16153,6240,CO,22.6613097216626,0.1345,3.378,0,0,0,1612137600.0,8003,13.0
Alamosa County,2021-03-01,0.0,56503,40680,16153,6240,CO,22.6613097216626,0.1345,3.378,0,0,0,1614556800.0,8003,0.0
Alamosa County,2021-04-01,0.0,56059,41172,16153,6240,CO,22.6613097216626,0.1345,3.378,0,0,0,1617235200.0,8003,0.0
Alamosa County,2021-05-01,40.0,56140,41534,16153,6240,CO,22.6613097216626,0.1345,3.378,0,0,0,1619827200.0,8003,0.0
Alamosa County,2021-06-01,0.0,58914,42633,16153,6240,CO,22.6613097216626,0.1345,3.378,0,0,0,1622505600.0,8003,0.0
Alamosa County,2021-07-01,14.0,56110,43056,16153,6240,CO,22.6613097216626,0.1345,3.378,0,0,0,1625097600.0,8003,0.0
Alamosa County,2021-08-01,54.0,57540,43418,16153,6240,CO,22.6613097216626,0.1345,3.378,0,0,0,1627776000.0,8003,0.0
Alamosa County,2021-09-01,26.0,56312,45031,16153,6240,CO,22.6613097216626,0.1345,3.378,0,0,0,1630454400.0,8003,0.0
Alamosa County,2021-10-01,29.0,55625,46026,16153,6240,CO,22.6613097216626,0.1345,3.378,0,0,0,1633046400.0,8003,14.0
Alamosa County,2021-11-01,14.0,56437,46329,16153,6240,CO,22.6613097216626,0.1345,3.378,0,0,0,1635724800.0,8003,27.0
Alamosa County,2021-12-01,13.0,63821,47243,16153,6240,CO,22.6613097216626,0.1345,3.378,0,0,0,1638316800.0,8003,13.0
Arapahoe County,2017-01-01,61.0,54669,38747,649980,241889,CO,821.038724811048,0.12,2.429,0,0,0,1483228800.0,8005,65.0
Arapahoe County,2017-02-01,42.0,54669,38747,649980,241889,CO,821.038724811048,0.12,2.427,0,0,0,1485907200.0,8005,73.0
Arapahoe County,2017-03-01,43.0,54669,38747,649980,241889,CO,821.038724811048,0.12,2.458,0,0,0,1488326400.0,8005,45.0
Arapahoe County,2017-04-01,42.0,54669,38747,649980,241889,CO,821.038724811048,0.122,2.626,0,0,0,1491004800.0,8005,46.0
Arapahoe County,2017-05-01,54.0,54669,38747,649980,241889,CO,821.038724811048,0.121,2.842,0,0,0,1493596800.0,8005,78.0
Arapahoe County,2017-06-01,62.0,54669,38747,649980,241889,CO,821.038724811048,0.134,2.85,0,0,0,1496275200.0,8005,54.0
Arapahoe County,2017-07-01,33.0,54669,38747,649980,241889,CO,821.038724811048,0.126,2.797,0,0,0,1498867200.0,8005,68.0
Arapahoe County,2017-08-01,50.0,54669,38747,649980,241889,CO,821.038724811048,0.126,2.812,0,0,0,1501545600.0,8005,83.0
Arapahoe County,2017-09-01,57.0,54669,38747,649980,241889,CO,821.038724811048,0.126,2.937,0,0,0,1504224000.0,8005,59.0
Arapahoe County,2017-10-01,64.0,54669,38747,649980,241889,CO,821.038724811048,0.118,2.878,0,0,0,1506816000.0,8005,70.0
Arapahoe County,2017-11-01,50.0,54669,38747,649980,241889,CO,821.038724811048,0.118,2.692,0,0,0,1509494400.0,8005,87.0
Arapahoe County,2017-12-01,59.0,54669,38747,649980,241889,CO,821.038724811048,0.118,2.407,0,0,0,1512086400.0,8005,77.0
Arapahoe County,2018-01-01,73.0,54669,38747,649980,241889,CO,821.038724811048,0.12,2.429,0,0,0,1514764800.0,8005,119.0
Arapahoe County,2018-02-01,65.0,54669,38747,649980,241889,CO,821.038724811048,0.12,2.427,0,0,0,1517443200.0,8005,77.0
Arapahoe County,2018-03-01,66.0,54669,38747,649980,241889,CO,821.038724811048,0.12,2.458,0,0,0,1519862400.0,8005,55.0
Arapahoe County,2018-04-01,54.0,54669,38747,649980,241889,CO,821.038724811048,0.122,2.626,0,0,0,1522540800.0,8005,78.0
Arapahoe County,2018-05-01,73.0,54669,38747,649980,241889,CO,821.038724811048,0.121,2.842,0,0,0,1525132800.0,8005,98.0
Arapahoe County,2018-06-01,73.0,54669,38747,649980,241889,CO,821.038724811048,0.134,2.85,0,0,0,1527811200.0,8005,81.0
Arapahoe County,2018-07-01,79.0,54669,38747,649980,241889,CO,821.038724811048,0.126,2.797,0,0,0,1530403200.0,8005,95.0
Arapahoe County,2018-08-01,31.0,54669,38747,649980,241889,CO,821.038724811048,0.126,2.812,0,0,0,1533081600.0,8005,58.0
Arapahoe County,2018-09-01,70.0,54669,38747,649980,241889,CO,821.038724811048,0.126,2.937,0,0,0,1535760000.0,8005,70.0
Arapahoe County,2018-10-01,95.0,54669,38747,649980,241889,CO,821.038724811048,0.118,2.878,0,0,0,1538352000.0,8005,111.0
Arapahoe County,2018-11-01,60.0,54669,38747,649980,241889,CO,821.038724811048,0.118,2.692,0,0,0,1541030400.0,8005,129.0
Arapahoe County,2018-12-01,101.0,54669,38747,649980,241889,CO,821.038724811048,0.118,2.407,0,0,0,1543622400.0,8005,192.0
Arapahoe County,2019-01-01,156.0,54669,38747,649980,241889,CO,821.038724811048,0.112,2.089,0,0,0,1546300800.0,8005,369.0
Arapahoe County,2019-02-01,193.0,54669,38747,649980,241889,CO,821.038724811048,0.113,2.003,0,0,0,1548979200.0,8005,455.0
Arapahoe County,2019-03-01,279.0,54669,38747,649980,241889,CO,821.038724811048,0.113,2.29,0,0,0,1551398400.0,8005,318.0
Arapahoe County,2019-04-01,343.0,54669,38747,649980,241889,CO,821.038724811048,0.11,2.618,0,0,0,1554076800.0,8005,585.0
Arapahoe County,2019-05-01,465.0,54669,38747,649980,241889,CO,821.038724811048,0.11,2.803,0,0,0,1556668800.0,8005,868.0
Arapahoe County,2019-06-01,615.0,54669,38747,649980,241889,CO,821.038724811048,0.121,2.722,0,0,0,1559347200.0,8005,925.0
Arapahoe County,2019-07-01,700.0,54669,38747,649980,241889,CO,821.038724811048,0.121,2.595,0,0,0,1561939200.0,8005,1216.0
Arapahoe County,2019-08-01,700.0,54669,38747,649980,241889,CO,821.038724811048,0.121,2.438,0,0,0,1564617600.0,8005,1402.0
Arapahoe County,2019-09-01,738.0,54669,38747,649980,241889,CO,821.038724811048,0.127,2.533,0,0,0,1567296000.0,8005,1102.0
Arapahoe County,2019-10-01,1027.0,54669,38747,649980,241889,CO,821.038724811048,0.116,2.672,0,0,0,1569888000.0,8005,1883.0
Arapahoe County,2019-11-01,844.0,54669,38747,649980,241889,CO,821.038724811048,0.114,2.732,0,0,0,1572566400.0,8005,2078.0
Arapahoe County,2019-12-01,999.0,54669,38747,649980,241889,CO,821.038724811048,0.114,2.709,0,0,0,1575158400.0,8005,3868.0
Arapahoe County,2020-01-01,1443.0,54669,38747,649980,241889,CO,821.038724811048,0.137,2.518,0,0,0,1577836800.0,8005,4348.0
Arapahoe County,2020-02-01,1029.0,56326,38550,649980,241889,CO,821.038724811048,0.137,2.349,0,0,0,1580515200.0,8005,3087.0
Arapahoe County,2020-03-01,667.0,56059,38812,649980,241889,CO,821.038724811048,0.137,2.072,0,0,0,1583020800.0,8005,1257.0
Arapahoe County,2020-04-01,691.0,57757,39904,649980,241889,CO,821.038724811048,0.137,1.672,0,0,0,1585699200.0,8005,1453.0
Arapahoe County,2020-05-01,934.0,58863,39138,649980,241889,CO,821.038724811048,0.137,1.797,0,0,0,1588291200.0,8005,1579.0
Arapahoe County,2020-06-01,1199.0,57480,39731,649980,241889,CO,821.038724811048,0.137,2.309,0,0,0,1590969600.0,8005,2023.0
Arapahoe County,2020-07-01,954.0,57346,39512,649980,241889,CO,821.038724811048,0.137,2.516,0,0,0,1593561600.0,8005,2136.0
Arapahoe County,2020-08-01,1135.0,57346,39571,649980,241889,CO,821.038724811048,0.137,2.378,0,0,0,1596240000.0,8005,2612.0
Arapahoe County,2020-09-01,1329.0,54381,40159,649980,241889,CO,821.038724811048,0.137,2.27,0,0,0,1598918400.0,8005,2261.0
Arapahoe County,2020-10-01,1148.0,52947,40770,649980,241889,CO,821.038724811048,0.137,2.153,0,0,0,1601510400.0,8005,2715.0
Arapahoe County,2020-11-01,960.0,53117,40937,649980,241889,CO,821.038724811048,0.137,2.074,0,0,0,1604188800.0,8005,2678.0
Arapahoe County,2020-12-01,1162.0,53811,41335,649980,241889,CO,821.038724811048,0.137,2.17,0,0,0,1606780800.0,8005,5249.0
Arapahoe County,2021-01-01,1197.0,57750,41248,649980,241889,CO,821.038724811048,0.137,2.3,0,0,0,1609459200.0,8005,3056.0
Arapahoe County,2021-02-01,1146.0,57491,41366,649980,241889,CO,821.038724811048,0.137,2.39,0,0,0,1612137600.0,8005,3224.0
Arapahoe County,2021-03-01,1560.0,56503,40680,649980,241889,CO,821.038724811048,0.137,2.807,0,0,0,1614556800.0,8005,3967.0
Arapahoe County,2021-04-01,1359.0,56059,41172,649980,241889,CO,821.038724811048,0.141,2.908,0,0,0,1617235200.0,8005,3250.0
Arapahoe County,2021-05-01,1059.0,56140,41534,649980,241889,CO,821.038724811048,0.141,3.01,0,0,0,1619827200.0,8005,2934.0
Arapahoe County,2021-06-01,1489.0,58914,42633,649980,241889,CO,821.038724811048,0.141,3.353,0,0,0,1622505600.0,8005,2646.0
Arapahoe County,2021-07-01,1577.0,56110,43056,649980,241889,CO,821.038724811048,0.14,3.614,0,0,0,1625097600.0,8005,3399.0
Arapahoe County,2021-08-01,1658.0,57540,43418,649980,241889,CO,821.038724811048,0.14,3.728,0,0,0,1627776000.0,8005,4648.0
Arapahoe County,2021-09-01,1821.0,56312,45031,649980,241889,CO,821.038724811048,0.141,3.675,0,0,0,1630454400.0,8005,3368.0
Arapahoe County,2021-10-01,1686.0,55625,46026,649980,241889,CO,821.038724811048,0.141,3.602,0,0,0,1633046400.0,8005,4158.0
Arapahoe County,2021-11-01,1866.0,56437,46329,649980,241889,CO,821.038724811048,0.141,3.556,0,0,0,1635724800.0,8005,6053.0
Arapahoe County,2021-12-01,1346.0,63821,47243,649980,241889,CO,821.038724811048,0.141,3.411,0,0,0,1638316800.0,8005,5297.0
Archuleta County,2017-01-01,0.0,54669,38747,13588,5736,CO,9.89496503488716,0.1266,3.378,0,0,0,1483228800.0,8007,0.0
Archuleta County,2017-02-01,0.0,54669,38747,13588,5736,CO,9.89496503488716,0.1266,3.378,0,0,0,1485907200.0,8007,1.0
Archuleta County,2017-03-01,1.0,54669,38747,13588,5736,CO,9.89496503488716,0.1266,3.378,0,0,0,1488326400.0,8007,0.0
Archuleta County,2017-04-01,0.0,54669,38747,13588,5736,CO,9.89496503488716,0.1266,3.378,0,0,0,1491004800.0,8007,1.0
Archuleta County,2017-05-01,0.0,54669,38747,13588,5736,CO,9.89496503488716,0.1266,3.378,0,0,0,1493596800.0,8007,0.0
Archuleta County,2017-06-01,0.0,54669,38747,13588,5736,CO,9.89496503488716,0.1266,3.378,0,0,0,1496275200.0,8007,0.0
Archuleta County,2017-07-01,0.0,54669,38747,13588,5736,CO,9.89496503488716,0.1266,3.378,0,0,0,1498867200.0,8007,0.0
Archuleta County,2017-08-01,0.0,54669,38747,13588,5736,CO,9.89496503488716,0.1266,3.378,0,0,0,1501545600.0,8007,0.0
Archuleta County,2017-09-01,0.0,54669,38747,13588,5736,CO,9.89496503488716,0.1266,3.378,0,0,0,1504224000.0,8007,1.0
Archuleta County,2017-10-01,0.0,54669,38747,13588,5736,CO,9.89496503488716,0.1266,3.378,0,0,0,1506816000.0,8007,0.0
Archuleta County,2017-11-01,0.0,54669,38747,13588,5736,CO,9.89496503488716,0.1266,3.378,0,0,0,1509494400.0,8007,0.0
Archuleta County,2017-12-01,0.0,54669,38747,13588,5736,CO,9.89496503488716,0.1266,3.378,0,0,0,1512086400.0,8007,0.0
Archuleta County,2018-01-01,0.0,54669,38747,13588,5736,CO,9.89496503488716,0.1273,3.378,0,0,0,1514764800.0,8007,0.0
Archuleta County,2018-02-01,1.0,54669,38747,13588,5736,CO,9.89496503488716,0.1273,3.378,0,0,0,1517443200.0,8007,1.0
Archuleta County,2018-03-01,0.0,54669,38747,13588,5736,CO,9.89496503488716,0.1273,3.378,0,0,0,1519862400.0,8007,0.0
Archuleta County,2018-04-01,1.0,54669,38747,13588,5736,CO,9.89496503488716,0.1273,3.378,0,0,0,1522540800.0,8007,1.0
Archuleta County,2018-05-01,0.0,54669,38747,13588,5736,CO,9.89496503488716,0.1273,3.378,0,0,0,1525132800.0,8007,2.0
Archuleta County,2018-06-01,0.0,54669,38747,13588,5736,CO,9.89496503488716,0.1273,3.378,0,0,0,1527811200.0,8007,0.0
Archuleta County,2018-07-01,0.0,54669,38747,13588,5736,CO,9.89496503488716,0.1273,3.378,0,0,0,1530403200.0,8007,0.0
Archuleta County,2018-08-01,0.0,54669,38747,13588,5736,CO,9.89496503488716,0.1273,3.378,0,0,0,1533081600.0,8007,0.0
