State,Zip,Year,Month,Electricity Price,Gas Price,Zip Codes,,,,,,,,,,,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
,,,,,,11356,,,,,,,,,,,,,,,,,,,,,,
,,,,,,11357,,,,,,,,,,,,,,,,,,,,,,
,,,,,,11358,,,,,,,,,,,,,,,,,,,,,,
,,,,,,11360,,,,,,,,,,,,,,,,,,,,,,
,,,,,,11361,,,,,,,,,,,,,,,,,,,,,,
,,,,,,11362,,,,,,,,,,,,,,,,,,,,,,
,,,,,,11363,,,,,,,,,,,,,,,,,,,,,,
,,,,,,11364,,,,,,,,,,,,,,,,,,,,,,
,,,,,,11365,,,,,,,,,,,,,,,,,,,,,,
,,,,,,11366,,,,,,,,,,,,,,,,,,,,,,
,,,,,,11367,,,,,,,,,,,,,,,,,,,,,,
,,,,,,11368,,,,,,,,,,,,,,,,,,,,,,
,,,,,,11369,,,,,,,,,,,,,,,,,,,,,,
,,,,,,11370,,,,,,,,,,,,,,,,,,,,,,
,,,,,,11372,,,,,,,,,,,,,,,,,,,,,,
,,,,,,11373,,,,,,,,,,,,,,,,,,,,,,
,,,,,,11374,,,,,,,,,,,,,,,,,,,,,,
,,,,,,11375,,,,,,,,,,,,,,,,,,,,,,
,,,,,,11377,,,,,,,,,,,,,,,,,,,,,,
,,,,,,11378,,,,,,,,,,,,,,,,,,,,,,
,,,,,,11379,,,,,,,,,,,,,,,,,,,,,,
,,,,,,11385,,,,,,,,,,,,,,,,,,,,,,
,,,,,,11411,,,,,,,,,,,,,,,,,,,,,,
,,,,,,11412,,,,,,,,,,,,,,,,,,,,,,
,,,,,,11413,,,,,,,,,,,,,,,,,,,,,,
,,,,,,11414,,,,,,,,,,,,,,,,,,,,,,
,,,,,,11415,,,,,,,,,,,,,,,,,,,,,,
,,,,,,11416,,,,,,,,,,,,,,,,,,,,,,
,,,,,,11417,,,,,,,,,,,,,,,,,,,,,,
,,,,,,11418,,,,,,,,,,,,,,,,,,,,,,
,,,,,,11419,,,,,,,,,,,,,,,,,,,,,,
,,,,,,11420,,,,,,,,,,,,,,,,,,,,,,
,,,,,,11421,,,,,,,,,,,,,,,,,,,,,,
,,,,,,11422,,,,,,,,,,,,,,,,,,,,,,
,,,,,,11423,,,,,,,,,,,,,,,,,,,,,,
,,,,,,11426,,,,,,,,,,,,,,,,,,,,,,
,,,,,,11427,,,,,,,,,,,,,,,,,,,,,,
,,,,,,11428,,,,,,,,,,,,,,,,,,,,,,
,,,,,,11429,,,,,,,,,,,,,,,,,,,,,,
,,,,,,11432,,,,,,,,,,,,,,,,,,,,,,
,,,,,,11433,,,,,,,,,,,,,,,,,,,,,,
,,,,,,11434,,,,,,,,,,,,,,,,,,,,,,
,,,,,,11435,,,,,,,,,,,,,,,,,,,,,,
,,,,,,11436,,,,,,,,,,,,,,,,,,,,,,
,,,,,,11451,,,,,,,,,,,,,,,,,,,,,,
,,,,,,11691,,,,,,,,,,,,,,,,,,,,,,
,,,,,,11692,,,,,,,,,,,,,,,,,,,,,,
,,,,,,11693,,,,,,,,,,,,,,,,,,,,,,
,,,,,,11694,,,,,,,,,,,,,,,,,,,,,,
,,,,,,11697,,,,,,,,,,,,,,,,,,,,,,
